,config_id,colsample_bytree,gamma,learning_rate,max_depth,min_child_weight,n_estimators,reg_alpha,reg_lambda,scale_pos_weight,subsample,test_accuracy,test_precision,test_recall,test_f1,test_roc_auc,test_avg_precision,test_f1_std,train_f1,train_accuracy,overfit_gap_%
150,151,0.7668012733634393,0.3039525463967223,0.15532781969300438,8,14,300,2.1464727212978234,2.606170662426672,32.81553039625892,0.597888992841773,0.9412431878195042,0.6367518844689701,0.8449436193869329,0.7261742572566472,0.9292213948104688,0.8520892318377108,0.007802659100684887,0.8849533797480504,0.9760229713919891,21.865154390248097
151,152,0.848313635608695,0.24785187511594553,0.1872941745375786,9,24,300,1.5368542717304554,0.5714288499898973,65.63106079251784,0.9478373888093894,0.9410162632173955,0.636415877117208,0.841498979029199,0.7246398906252598,0.928891563566036,0.8561738994947202,0.007467623993689265,0.9025661132659429,0.9800910024181195,24.55374385850584
152,153,0.9660140527550087,0.05125486399533963,0.1880734125749257,6,18,700,0.9028907008404488,3.540860443226408,65.63106079251784,0.8542860023013147,0.9407666371414448,0.6348576870557344,0.84198977211447,0.7238580647320505,0.9269934875052261,0.8536453649736975,0.00442133876240057,0.9019016112753542,0.9799378215516648,24.59647204582984
153,154,0.6444842624605293,0.1885269655008494,0.08473092737318585,8,16,500,2.1028060950539977,0.9713678550090071,32.81553039625892,0.751672565303077,0.9405169956135552,0.6331960563252029,0.8444522203842728,0.7236453389123692,0.9298922043994147,0.8545440102954899,0.0069256418754451024,0.8785609559507815,0.9745080898464528,21.407671508151882
154,155,0.6673945209453396,0.1568515623785781,0.13077261117099653,9,10,300,1.7894012262406311,4.071919603345408,65.63106079251784,0.6209190977076766,0.9405850536792638,0.6337626165060296,0.8429743878719576,0.7234740407438137,0.929260044103212,0.8560092999756252,0.0034694337219007814,0.8957812701455732,0.9785420958632832,23.81664298896031
155,156,0.6448757264568841,0.08061064362700221,0.18664255394508888,7,25,800,2.614381770563153,4.018360384495573,131.2621215850357,0.7082549739351831,0.9394276570858292,0.6273072163501174,0.8456825356430905,0.7202417220959552,0.9288073995199619,0.8562786130652811,0.00579948837887454,0.9101229659268956,0.981787437004453,26.363544072172363
156,157,0.7613800707809348,0.23543367811158838,0.13465045417538377,6,12,900,2.5146912632454015,1.8070188953359319,98.44659118877676,0.8998589568093598,0.9391099523415842,0.6254573916621307,0.8474054617393465,0.719633320005199,0.9291916954288076,0.8563600181384332,0.004417467230681615,0.8951557982510996,0.9783945657393955,24.390543540234155
157,158,0.6715836765863291,0.364586743774724,0.13393541323246855,6,21,900,2.555523710621843,2.0194893208506186,32.81553039625892,0.6376905871277092,0.9392687493442583,0.6267115594837213,0.8446985258029921,0.7195345591833577,0.928430267126255,0.8485881494293034,0.010288598268007832,0.8856703128261045,0.9761931761102899,23.08933622747795
158,159,0.9429888741180936,0.3079315940911523,0.054262300203190415,9,3,300,2.971023940025331,0.0011876178794228975,32.81553039625892,0.764468567013606,0.9392460040899223,0.6272774093493838,0.843221905125455,0.7191834704641482,0.9286557821371009,0.8540609662012258,0.007452754523806449,0.8609784375957122,0.9702074432373632,19.716104854308192
159,160,0.5312287968095357,0.44173238149303035,0.0951806205201902,7,15,900,0.6622364653583452,3.6701488129465316,65.63106079251784,0.7384217341589085,0.9389511295856785,0.624715896133344,0.8466674543592727,0.7189349171657118,0.9296873023005169,0.856252115274055,0.007876631198503268,0.8872019282991787,0.9765506156759095,23.405040861950788
160,161,0.9481106513425192,0.29738831868846805,0.12715487055387006,9,9,300,2.805605445898379,4.736752313155193,131.2621215850357,0.9008640415348959,0.9390418221668264,0.6255943293534882,0.8449445282630166,0.7188234672875675,0.9287160302829935,0.8596408369855819,0.005450855633373967,0.8918085161368016,0.9776229490195038,24.06502524214764
161,162,0.9842095652502039,0.2702763376944621,0.09705891299792103,7,13,700,2.5454466298012193,4.530095355221816,65.63106079251784,0.7349021607243408,0.938973712594654,0.6253122602739598,0.8451911366404306,0.7187117408683087,0.9292700078276953,0.8557320017038645,0.0088382083921514,0.8878786909868431,0.9767094855917774,23.537524225519956
162,163,0.7703175608050532,0.3187149507491033,0.1479573534073057,7,18,700,2.1437853125398565,0.20533758383937895,131.2621215850357,0.6354161256310371,0.9387921677623206,0.6242581048372202,0.844944225304322,0.7179764566558763,0.9274533000911905,0.8551010781143755,0.004440219046165598,0.9003467344493444,0.979586045765816,25.400593028202543
163,164,0.8228702550478062,0.02238922525233411,0.15476229582515894,9,20,500,0.07634327971725263,3.2291119314324215,131.2621215850357,0.50335519515203,0.9385198685410832,0.6234732408767873,0.8424842007040759,0.7165056140404749,0.9270111860492065,0.8533859309645697,0.003691655617121169,0.901637408634415,0.9798810799391837,25.83814989947617
164,165,0.5848642142884616,0.00957243399841834,0.1580294914151995,9,27,500,1.3607369997685024,2.274362214014341,131.2621215850357,0.9804600734644123,0.9383382953801946,0.6220480684920315,0.8449445282630166,0.7164932055741072,0.9299385234134053,0.8573515311890431,0.004400259472487171,0.8917415764980581,0.9776002565592927,24.45918112838612
165,166,0.6841547652534241,0.22430531547727128,0.14719347825852006,8,3,300,1.174577094533488,2.0631092042431187,131.2621215850357,0.5891862921536649,0.9385879832639018,0.6240099272234667,0.841254188403953,0.7164714634909902,0.9285923980846953,0.8550080508731739,0.011346798634696679,0.8986853944142086,0.9791945621984267,25.432126777999684
166,167,0.5713928183339423,0.19471734003883662,0.19082345721420207,7,22,700,2.095013913838208,1.4689723532716377,65.63106079251784,0.5416288290253161,0.9384744295388744,0.623165852193034,0.8422369864092729,0.7162582922511966,0.927404901322566,0.8503452366962115,0.004518841057469095,0.8972169650725362,0.9788711616450296,25.264443676119598
167,168,0.7996792935679014,0.17083728690922706,0.1911301107181825,7,29,700,1.4969038326623791,0.36106592667593973,65.63106079251784,0.5627910513550803,0.9383382541750237,0.6225472206286191,0.8417458903653076,0.7156994410012706,0.9269250005112427,0.8480473854809659,0.0058691337634945735,0.8957986858461668,0.9785477635059294,25.164089075287755
168,169,0.9253401303024231,0.4909528490382696,0.12931874269477864,6,16,700,0.5607433218253849,0.09897829173627193,32.81553039625892,0.6533882997610706,0.9381113372988846,0.6216769864131813,0.8410075800265391,0.7147951266846435,0.9280110173201486,0.8472332943298554,0.00403551653202545,0.8792563538492904,0.9746669597623205,23.008162902207996
169,170,0.9651992100846627,0.047680460636501776,0.09551114149098279,7,15,700,0.8619801495267059,1.398729838845355,65.63106079251784,0.8762341687932471,0.9368177627662762,0.6142956961753736,0.8474060676567357,0.7121695141748773,0.9296073010583861,0.854786109858628,0.00870507163652473,0.8757104794493852,0.9738215696913984,22.96376944244618
170,171,0.929380714919352,0.1629406713078952,0.1912680303648363,5,6,700,2.482571081861451,0.0029896941739765426,32.81553039625892,0.9756984309895531,0.9369312212043457,0.6156181640999556,0.8412523706517853,0.7109482720226162,0.9263737313415316,0.8486730436180234,0.005815107317413067,0.8741673482874184,0.9734414328369739,22.957939795036154
171,172,0.5915077221173636,0.011017580148752093,0.1468015275359915,9,10,200,2.5518481735234135,2.8061139414126246,32.81553039625892,0.990258411000553,0.9365908433148139,0.6142121896256176,0.8424832918279922,0.710286610091347,0.9300747103525531,0.8535435800916854,0.009367424899346761,0.8596671792159629,0.9698840277153247,21.031027053347493
172,173,0.8926703255569718,0.3344941273571143,0.12033045807292639,8,25,500,2.920991510265952,1.4196048736873284,65.63106079251784,0.7743668946832931,0.936023437810246,0.6107237573661524,0.8461751464805289,0.7092785118692556,0.9298812795195378,0.8555857010969335,0.005225236016722302,0.8746738169122985,0.9735719312223121,23.318809505049675
173,174,0.7898249672358693,0.17078160522827251,0.11208004917567331,9,23,500,0.4164815179482304,3.2043737240160732,131.2621215850357,0.8482507331135395,0.9358418929779126,0.6095726729478327,0.8466680602766619,0.7087696556898004,0.9301256866937513,0.8584512328193279,0.003086887570961205,0.8785512944329597,0.9745024112589935,23.95441697880274
174,175,0.9746533985288828,0.19832468652602714,0.19127651794253028,8,5,200,0.8097336671765847,2.699213894540967,98.44659118877676,0.7975389653501275,0.9355241856583445,0.6089527501659535,0.8424845036627706,0.7067976614432496,0.9258099615280327,0.85315745563481,0.007978265467330348,0.8785467115608123,0.9745024196285564,24.299606448450707
175,176,0.5230283670949782,0.40403964117791497,0.04379874356931446,9,8,500,0.7614632344700846,1.229037196530765,32.81553039625892,0.7404450733015044,0.9350929426410115,0.60673655232308,0.8444525233429674,0.7059391869662652,0.9304981701862893,0.8539932732977942,0.00685833644866113,0.84570487879528,0.966349323423449,19.79854559847429
176,177,0.5272546387068597,0.41821986868806166,0.10726833982956628,8,14,500,2.6472275593313657,2.8583943917486927,65.63106079251784,0.6594086614365023,0.9346844088234899,0.6040086173037117,0.8476526760341496,0.7053026991776898,0.9291831892575392,0.8560387808175044,0.0025919744397108397,0.8631278085220233,0.9707521065445354,22.376932560777284
177,178,0.8708136437259444,0.40254865602056744,0.17055753329036208,8,1,200,0.06006968919656286,0.31253470755205404,131.2621215850357,0.7251751928903964,0.935002244909217,0.6060743829810299,0.8434679075854797,0.7053015154374286,0.9242905397928671,0.8527859774710747,0.011217505671279365,0.8807109186643366,0.9750187257300281,24.870129921402338
178,179,0.8867763709324437,0.06170040760279821,0.12900124681467706,8,1,200,1.3145358397450335,4.195901974901493,32.81553039625892,0.8980037012136417,0.9350475422686506,0.6064936569252033,0.84223941007883,0.7051243940177593,0.9279269805356612,0.850513053914835,0.0066727524557447975,0.8517840336908631,0.9679039174181667,20.799115860599482
179,180,0.8407513611119646,0.3801139299448433,0.12317136071549041,8,23,500,1.046604799628986,4.64764572123913,65.63106079251784,0.8729872627743591,0.9345482926920724,0.6035989510247091,0.8459279321857258,0.7044624915944755,0.9297864443214937,0.8556047277365997,0.006445159608051228,0.8700264363773561,0.9724371797711688,23.502166085258036
180,181,0.969533849256448,0.3993916178868327,0.19960748100133413,6,29,900,0.26563023184085444,0.18798386603130435,131.2621215850357,0.813752731609185,0.9345029309495592,0.6033975870895707,0.8464208459818587,0.7044409004852202,0.9270696022038731,0.8537982775834336,0.005149609084535606,0.8939587097532371,0.9781222320738951,26.90329439098107
181,182,0.9059033591754432,0.1709245209586291,0.0924019229508722,9,26,500,2.9573047487572235,3.9564214624834175,65.63106079251784,0.8116051865340035,0.9342758904579075,0.6024187630907306,0.846667151400578,0.7038284196498286,0.930141978770927,0.856030088900263,0.005295263755099875,0.8680971185479741,0.9719776205936312,23.339310308025517
182,183,0.8413086106117011,0.12096584015776479,0.14565100017625207,6,21,900,1.6898667928614441,0.5997684651194496,98.44659118877676,0.8876730752015678,0.9339809335433218,0.6009306643359918,0.8464205430231642,0.7027829958909039,0.9288841261004974,0.8549886908814589,0.004521934738303752,0.8775660562907952,0.9742697921350654,24.87013223453456
183,184,0.7866471890897003,0.4190534815891479,0.08683248529431462,8,26,900,0.14089790032516514,0.831416843780397,98.44659118877676,0.5921854603394816,0.9336858736158087,0.5996605670671388,0.8456840504365635,0.701651191347924,0.9279915914003659,0.8550943984020452,0.005860752875099862,0.8727652784567391,0.9731123599732898,24.387343628689973
184,185,0.7052993486191332,0.44929845528448503,0.1802887761296,9,25,300,1.2928240095549808,0.9900151515377675,65.63106079251784,0.6603099532751133,0.9334135254634306,0.5985801603936061,0.8444525233429674,0.7004906592368886,0.9264919922904585,0.8522277765769541,0.005975616401512155,0.8707754877805852,0.972630101897416,24.30936462867388
185,186,0.8768600882810649,0.12668969941466723,0.18006454624075058,9,25,300,1.7810538597261996,3.7741372918116562,98.44659118877676,0.9558164568542378,0.9331184732618872,0.5967687777504003,0.8478962548246172,0.7004321746941574,0.9289959366611831,0.8559027822717891,0.003627578166452816,0.868575934808607,0.9720910938394989,24.005716211975738
186,187,0.8125457763432643,0.4730934469956306,0.12015657393487113,6,3,800,2.1743609248751583,2.526768341189131,98.44659118877676,0.5162353858458741,0.9331637783472905,0.5975835110177417,0.8444522203842728,0.6997698068352113,0.9270774646447203,0.8511837941765938,0.006524364733274279,0.8756175364969796,0.9737988799673909,25.12936796416807
187,188,0.8467110640281545,0.3503057481972258,0.1531597010253234,6,19,900,2.9840524955894616,0.46250218969481893,98.44659118877676,0.5933199698988413,0.932641868502041,0.595078737121288,0.8444522203842728,0.6980951295721322,0.9270359523544436,0.8500892965523356,0.00400464332454447,0.8776193058102445,0.9742811406185146,25.716291180565044
188,189,0.5152289040352485,0.04543826918482419,0.17238825786301007,8,13,300,0.6282530124655628,2.6854172779505174,65.63106079251784,0.6128322915260276,0.9322560104051296,0.5929644735992509,0.8474051587806519,0.6976237638997909,0.9268804518931889,0.8534249072854123,0.004210244816786579,0.856598226651235,0.9691237598007882,22.787994185112037
189,190,0.9360678500112383,0.27242387954225783,0.15410075339513113,6,22,800,1.9788880991842266,0.8080990564293572,65.63106079251784,0.6193981056907696,0.9316659806864152,0.5900500249482836,0.8488805676234102,0.6961323596497379,0.927612033954853,0.8504725448913364,0.0035915465914692574,0.8699350009149838,0.9724258443249234,24.96689585766354
190,191,0.8931379783785472,0.2872936911588833,0.11764931881256953,6,10,700,2.7917856439317488,0.5818319894273805,65.63106079251784,0.8139750263863179,0.9315751773663704,0.5900865537981979,0.8469134568192972,0.6954402468880014,0.9286446172381982,0.8538987028665543,0.00846624001215936,0.8583994283299164,0.969571986912096,23.432520934923563
191,192,0.6499371342220325,0.017201604226729117,0.13063664872237132,7,6,500,1.1708866416383115,4.455108414836058,131.2621215850357,0.705471276175055,0.9313709336355183,0.5889564478613245,0.847158550403238,0.6947861219927634,0.928080782591539,0.8564605083794016,0.004946553362810147,0.864071348399813,0.9709847290484793,24.365084599201726
192,193,0.5685264014140777,0.43110571166096906,0.16505754705370967,6,24,800,2.078760687674366,4.936842361561,32.81553039625892,0.552207684749059,0.9312801895479067,0.5887939110681637,0.845438653893928,0.6940913606796595,0.9270054180943597,0.8411224109743018,0.00803504950392315,0.8566597377970947,0.9691407809164309,23.42175487651179
193,194,0.976972606246888,0.43278561004738225,0.11967105387170053,8,7,300,1.793424040204542,3.3236960245542315,65.63106079251784,0.538741486896193,0.9310531361796389,0.5881308905084586,0.8459297499378934,0.6936234578763736,0.9284470527610141,0.851417184872808,0.009120477038994776,0.8548553431269559,0.9686698685878034,23.24487204400736
194,195,0.6499692448990317,0.009583943762488889,0.09207798057805376,7,20,800,1.7393785314988652,0.8325177352475754,65.63106079251784,0.8872860415871824,0.9310078774500532,0.587495591530167,0.8466677573179673,0.6936014752762444,0.9294497998389776,0.8542539570075084,0.008134729871601793,0.8561940102949916,0.9690159619233174,23.441780448057827
195,196,0.9146433996583778,0.43948945014113366,0.11863674688918122,7,23,700,2.732029738305419,2.322166181127714,98.44659118877676,0.8009617155075658,0.9306674532047039,0.5858134442325943,0.8483915922903073,0.6929792228019609,0.9290481188347905,0.856562435483611,0.006678033050625083,0.8661300603896069,0.9714953564015387,24.98643998120691
196,197,0.8355465785429881,0.40271502152298955,0.18988368649152576,6,22,500,1.3632094634398584,3.900946342414975,32.81553039625892,0.8017644032505604,0.9304858774684923,0.5851741524197869,0.846174237604445,0.6918094356082001,0.927817666865862,0.8465841152843125,0.0019388865581351756,0.850379089044098,0.9675464612743745,22.921001835786225
197,198,0.873859386948707,0.4765359235119766,0.0728425578873976,8,21,500,2.940994751148137,0.37673128003064105,32.81553039625892,0.6925488643009626,0.9299638852129011,0.5829982141352126,0.8471588533619328,0.6905547237651485,0.9299573233258502,0.8494466786489697,0.008391775988116232,0.8386252065533025,0.9645053667608845,21.442251814718084
198,199,0.5128448224347041,0.14227069283846688,0.09417640420414768,7,13,900,0.697623994862565,1.1301659839432605,131.2621215850357,0.9817399737371637,0.9294872804530551,0.5806468528090338,0.849375299171711,0.6896459949286474,0.9292082284528203,0.8561179808484383,0.007806634767483912,0.8502328550856422,0.96749541144751,23.285404589873604
199,200,0.9317157888946923,0.06972511810258009,0.11814922799459125,6,8,900,2.777482123330552,3.299967250676586,131.2621215850357,0.5462247585185334,0.9287157934629955,0.5774070459838666,0.8498679100091493,0.6874832409605027,0.9268388129472427,0.8527291022741732,0.010918180737789773,0.8631716062026653,0.9707634561546566,25.555294263857743
200,201,0.6814914202019358,0.43963977807850335,0.14782060404462294,9,18,300,0.9189029906626126,1.6305392625628672,98.44659118877676,0.9807083098210247,0.9289427206404272,0.5787113510979883,0.8464208459818587,0.6872995051303011,0.9291013442655978,0.855813416511978,0.01038231352786066,0.8512006967749022,0.9677336835673491,23.84712784181737
201,202,0.7342784972955674,0.07397916705470292,0.19708435074225952,7,23,500,0.6106046216606892,3.8453056657986213,131.2621215850357,0.9193044437669811,0.9283978904188654,0.575919980495873,0.8510970134331884,0.6868098154508889,0.9278853856134006,0.855833429267831,0.007148078532204501,0.858511328123357,0.9696003471759063,24.9998629620263
202,203,0.7613547270338006,0.011795983890397932,0.08860925054026267,7,9,700,0.1433440940442161,1.7611548753537265,131.2621215850357,0.5947595216186884,0.928284460309351,0.5756770449800702,0.8476523730754548,0.6855583118104229,0.9274000835219252,0.8556528977269504,0.0077395067494041665,0.8521980141888154,0.9680117169051691,24.307152215590566
203,204,0.5635302563259423,0.2611216300274022,0.15629877508873607,6,12,800,1.3717954848411855,4.210115375059907,131.2621215850357,0.7656773157840739,0.9279214376030869,0.5739727502301181,0.8483903804555288,0.6846279910259974,0.929039108085816,0.855021394285092,0.003951154935554611,0.8592729167892525,0.9697932546554184,25.509463249016264
204,205,0.9723681293915398,0.3682676141673963,0.1777688267176569,5,24,900,1.8756143085913268,1.8677740052384095,32.81553039625892,0.7040758454333491,0.9276717162401786,0.5729801386824467,0.8481434691194203,0.683826779201671,0.9269669136537425,0.8416161607583549,0.006149679972690582,0.8474656876978919,0.9667975508566629,23.929877195985227
205,206,0.7238367127052092,0.06713742545113777,0.1920074830007864,5,2,800,2.847213588944532,4.811551014938921,65.63106079251784,0.637351907523946,0.926673144977973,0.5684732218716219,0.8508507080144693,0.681517708765045,0.9274310747383954,0.8474997911332848,0.0013689023293463297,0.8450684695485233,0.9661847837725442,23.99802069411272
206,207,0.7220517784533094,0.2659358832525083,0.17598752046007093,5,20,900,1.3914427491830397,1.6001365828119596,32.81553039625892,0.6528719787236456,0.9263099986561963,0.5673012928382801,0.8481440750368094,0.6797820421263383,0.9266360257461873,0.839536455665376,0.007152406154698314,0.8397767113596908,0.9648060829017275,23.536171790136407
207,208,0.9874521364051174,0.2055567084974243,0.0944954276030838,8,12,300,2.3589949661851213,2.0255402729392835,32.81553039625892,0.8579923467708621,0.9261058450616556,0.5668366733993446,0.8461739346457504,0.678765517008625,0.9305751244213487,0.8503401829498353,0.009616784578698686,0.824284119723482,0.9606642756274104,21.438714706099017
208,209,0.9828160165372797,0.40419867405823057,0.06787661614294042,7,2,700,0.7230763980780351,3.416317594127291,131.2621215850357,0.7475884550556351,0.9261057832538991,0.5666346144984452,0.8464211489405533,0.6787275396980512,0.9281581330208315,0.8551665223024395,0.003670905469124198,0.8413669829926504,0.9652259370339275,23.96240520414914
209,210,0.5104724805154564,0.04108583373821367,0.1938934066205558,9,8,200,2.9279725487963773,3.336751990232142,98.44659118877676,0.5606932090797032,0.9259695460822922,0.5661200500357173,0.8466680602766619,0.6784089231183507,0.9283297790219281,0.8512053671821326,0.006271014941342382,0.8429521378250687,0.9656344430045845,24.254282203480535
210,211,0.9260242079023464,0.27960906588422907,0.10780101681378818,6,2,500,2.2303055218685834,2.664135187006971,32.81553039625892,0.8016065310497522,0.9259014648386747,0.5658661292793639,0.8464211489405535,0.6781697729250787,0.9282179005227553,0.8467259528996489,0.007863763706897472,0.8269449556053914,0.9613905257755375,21.93774901506096
211,212,0.8650196582809093,0.023858063845824395,0.11754706999387449,5,5,900,0.043180465889267605,0.5803632025345812,32.81553039625892,0.5470784941342801,0.9256972854909021,0.5647924463915525,0.8471594592793219,0.6776896216771167,0.9271989982860112,0.8416884229000722,0.008161776896917994,0.8290578932460202,0.9619635524046297,22.335928827462915
212,213,0.7313114783696582,0.43413625270419026,0.14816212325559852,7,24,700,1.8862944546178353,3.676751493328763,65.63106079251784,0.9938247818680289,0.925606562005876,0.5645586808213535,0.8476523730754548,0.6776225945644635,0.9296584682067571,0.8519632600516347,0.008195964020778856,0.8402536022979665,0.9649308938471842,24.000233911626403
213,214,0.8711467690851313,0.1220808043580765,0.12362173229246243,6,15,900,1.5351223413441026,2.416471424831626,131.2621215850357,0.6353099973467984,0.9249483686332024,0.5615124659249513,0.851098225267967,0.6765319262934091,0.9281142583154589,0.8528163013267751,0.0031780194449995453,0.8481735861095645,0.9669847717010593,25.370814464965118
214,215,0.8318948430877946,0.4816972171067752,0.11643195485774996,9,21,300,2.4836051259665184,3.9385650776385432,65.63106079251784,0.8654104824903649,0.9250844847646199,0.5622541017337986,0.8486357769981641,0.6763027780166762,0.929992537578239,0.8530057249821962,0.004844837435177642,0.8326033046044374,0.9629167448597101,23.111028324640003
215,216,0.7575868412034064,0.48777065784137813,0.09720790772323247,6,22,900,0.2560490042359316,4.984371259229737,32.81553039625892,0.6497979558832385,0.9246079289359141,0.5602790142220971,0.8491280848769079,0.6750351795680312,0.9268702736360801,0.8428057642027926,0.006076106630730823,0.825337005612132,0.9609649859739406,22.265776746670007
216,217,0.7891491997101803,0.07348135479410484,0.16411351628735948,6,15,700,1.9284567444005227,4.049300936802931,98.44659118877676,0.958742921565995,0.9247895561785893,0.5612869896844502,0.846912850901908,0.6750152993267043,0.9276735603213483,0.8516777743206314,0.005471885063779155,0.8423096269775641,0.9654698862926476,24.783783096135426
217,218,0.812608062515719,0.468819889978951,0.13914390792959846,8,10,300,2.827114318405244,3.9410046493335305,98.44659118877676,0.6288159993817646,0.924494519428985,0.5600248444272504,0.8481428632020311,0.674497481381984,0.9291357801981655,0.8530405064953666,0.004911039056076486,0.8355610847904501,0.963694032602264,23.879051865169522
218,219,0.7200994989777453,0.07372626335314197,0.0723566231857692,9,1,300,1.1142660056191374,0.3127111344868422,131.2621215850357,0.8678315571195949,0.9240179275457546,0.5584586455236404,0.846915274571465,0.6728988467693949,0.9265366359807377,0.8523849119825728,0.010654049909034334,0.8243574335328129,0.9606756194432189,22.50837365683931
219,220,0.7350912963483325,0.3721395327974778,0.17564822800489302,7,23,500,0.48501763244040796,0.1043056964576905,98.44659118877676,0.6142273706656494,0.9238362436459695,0.5572638187818603,0.8488826883342725,0.6727255885219326,0.92850276527442,0.8481543111406781,0.004205274149136626,0.8425255048820401,0.9655209776454207,25.24059129862748
220,221,0.5841455210864652,0.10938210978653512,0.11603938038329482,6,17,900,2.915346248162882,4.812236474710556,65.63106079251784,0.8481521364198942,0.9230873937466724,0.5542722722774878,0.8501114887996171,0.6709286705669255,0.928975979863093,0.8515714043913774,0.006567306019148155,0.829551286677165,0.9620997174668954,23.64224739065117
221,222,0.9093701147420254,0.4917836032568315,0.05933745940057866,9,26,800,0.7202122214626995,0.7215460036080151,98.44659118877676,0.5263826289298013,0.9227923338191595,0.5530053833767467,0.851342409975824,0.6703978913438373,0.9292995997536945,0.8547603344816974,0.006169602901713895,0.8288878663167013,0.9619181636213329,23.641180412301853
222,223,0.9221574320761912,0.4579037916753361,0.14640721127861936,9,19,200,0.21160691277886967,4.547147518429383,32.81553039625892,0.5213698030309757,0.9228150919501115,0.553122154924347,0.8498679100091493,0.6700524918790054,0.9268409809764661,0.8406870655182914,0.006266605760256319,0.8135818627609813,0.9577253071639635,21.420615940026046
223,224,0.8258334126879425,0.18426317186188057,0.17422806746953104,5,8,700,0.5565765471093634,4.343115839778054,32.81553039625892,0.5768290190805563,0.9229512467113767,0.5540439479913878,0.8439602154642236,0.6688710213605242,0.9247470239231333,0.839035079485962,0.002507413636745835,0.8217273741795934,0.9599891078186807,22.852889112784425
224,225,0.8050037085397428,0.1564536971068241,0.0615082882151725,6,2,800,0.5222450259342878,0.5853302071208433,32.81553039625892,0.5774143062988599,0.9225427180445015,0.5524224083082351,0.8469134568192972,0.668555401143485,0.9274257267032338,0.8453264209068105,0.008020948252663997,0.8081524678021307,0.956210427871771,20.88040369128443
225,226,0.8201903733221205,0.42525211416429853,0.1507651609931914,8,25,300,2.2685767023203414,1.9687757078270334,32.81553039625892,0.5666722336581852,0.9221113848908571,0.5506071765804176,0.8491280848769078,0.6678981552597962,0.926274150598495,0.8408221252162248,0.007048504044679334,0.8194833155071768,0.9593706774376504,22.695849517418964
226,227,0.5521124014041738,0.19225566382240628,0.10265674303804023,8,12,300,0.8147062942531196,2.3644856640545244,32.81553039625892,0.7531330297476013,0.9219072003924381,0.5496701732579699,0.8481431661607257,0.6669960757443948,0.9288460491345985,0.8481305175163921,0.005676410218877766,0.8068503978395192,0.9558473227558959,20.967787844784723
227,228,0.7080607140355462,0.37980571434989824,0.045690141982177086,9,23,900,1.3618405443250712,4.107159958212966,65.63106079251784,0.5358879031132565,0.9204546769130879,0.5441595513027834,0.8510970134331884,0.6637527833288301,0.929319640263059,0.8523859466366785,0.008917493999027942,0.8179052356440344,0.9589394751439071,23.224377537387355
228,229,0.760799698005679,0.39724281682424534,0.17803154393436457,6,23,500,1.2435481944503768,0.06625516751955274,32.81553039625892,0.5801827030598716,0.9205909269613108,0.5447083818402508,0.8476514641993711,0.6631466492942932,0.926186543313247,0.8378368421626279,0.0020529787892710483,0.8169678129556726,0.958678484972309,23.19564817602149
229,230,0.519503210381409,0.2277833909950544,0.17928503809123375,9,19,200,1.2743500245725587,1.7087442116296363,65.63106079251784,0.8458888195709912,0.9201596633413922,0.5431321247873854,0.8493734814195433,0.6624636046763808,0.9292865641795272,0.8524781868288948,0.006919643475897296,0.8139140478691006,0.9578217700780481,22.861700193583424
230,231,0.9208077298789077,0.2773102456055725,0.18130993360240844,8,29,300,0.2262365279783648,1.2517936478542775,65.63106079251784,0.7498416151414521,0.9195923763016907,0.5408596311805587,0.8503584001357256,0.6610939475216037,0.9298022599393174,0.8478726856579479,0.004562664022762443,0.818090353340137,0.9589848553966881,23.747972040449362
231,232,0.860724578554786,0.470639464453399,0.17751071634332805,6,21,700,1.85359996323611,3.329288831081386,98.44659118877676,0.557370979169096,0.9190476851475807,0.5388378467479432,0.8498663952156763,0.6594385634804005,0.9252991610127002,0.8437442426791633,0.0038639385970541617,0.8279764792339943,0.9616742043835182,25.557788865740626
232,233,0.6359772796990993,0.108945689813372,0.13574857117165967,5,14,900,2.186334163351942,1.6176520624274575,32.81553039625892,0.9186315035692544,0.9187981131534169,0.5378765794018147,0.8501145183865632,0.6588170002363971,0.9286118159760723,0.8444810521033009,0.009192299444138623,0.8030083229766142,0.9547522834320279,21.886399817927927
233,234,0.7751132710781309,0.021706266427409582,0.13029876136286425,5,13,900,2.4575665782803706,4.421032316742039,32.81553039625892,0.8968719251902582,0.9183668186296201,0.5365139133422014,0.85011300359309,0.6576893464972731,0.9277851505742583,0.8424620423557286,0.005659779389375962,0.799979963038475,0.953878544364015,21.63492799435087
234,235,0.9997303405298366,0.4011368485737389,0.15947737279937277,6,23,500,0.4537928533880278,1.4233736942323183,32.81553039625892,0.6003564214568962,0.9186846006335603,0.5377096219418073,0.846667151400578,0.6576073553847817,0.9273097955066681,0.8356472677027854,0.006601895340028142,0.8082999581533812,0.9562558237370057,22.91528547159052
235,236,0.573536740464519,0.4632938125807472,0.10350209568511225,6,20,800,2.940097725856431,2.463090469964348,32.81553039625892,0.6045653955392571,0.9183669139165778,0.5362357277275184,0.85011300359309,0.657583859909928,0.9274227898973878,0.8409347344299487,0.00508539275724861,0.8020893462295884,0.9544912992156955,21.97521793485837
236,237,0.6155654562138233,0.02584841862076348,0.1316005636990136,5,6,800,2.8016250525837147,1.5807805248837525,32.81553039625892,0.7923353502212944,0.9183895252541084,0.5363463386677996,0.8496197868382624,0.6575294823414555,0.928540028531135,0.8445863331873031,0.0031158520572335136,0.8037150786408616,0.9549565440626301,22.23255385885372
