,colsample_bytree,gamma,learning_rate,max_depth,min_child_weight,n_estimators,reg_lambda,subsample,mae_mean,mae_std,rmse_mean,rmse_std,train_mae_mean,train_mae_std,train_rmse_mean,train_rmse_std,overfit_gap_%
867,0.8346992475869371,0.051452544171000314,0.22903905633292748,13,11,500,4.4081767458770535,0.8060768904552855,522071.8889015275,38450.593691992486,1173752.90870495,213164.93897770272,267819.22027839156,6734.814141367923,584452.1681560436,23592.117394381643,94.93443687829668
974,0.6429657301744888,0.050581905758770584,0.013399777961346261,14,15,1000,2.193423514498968,0.8163030007549426,523650.9187470982,31645.95671775963,1225206.24274776,214465.99291503444,287831.53861474374,7775.270079890477,694104.113662846,29837.326151949906,81.92965276400568
89,0.9929514467634426,0.05601945108402617,0.1293566797137225,9,15,1000,4.875335814725712,0.7962995117035138,523787.598441831,33051.55112426965,1183982.1238489072,215720.66334067975,279443.1178928821,5258.28063714538,590703.6849663181,18109.290994122406,87.43979182289708
137,0.6482267543109115,0.03847660081460458,0.21888663276344192,13,12,300,2.6920074519039376,0.8646620700322165,525510.452142561,38719.89155966061,1229096.349762105,207555.08779536237,253937.7180995055,7530.458447090558,560110.8928815973,27957.77423338415,106.94462251434413
619,0.9060775335017568,0.0715806789055965,0.20731484418278606,9,7,1000,1.6962033058691817,0.6249725309111122,527812.5352463588,33684.25875132677,1204398.7072067175,185481.5960175386,269020.9363646646,3799.4967062868145,523165.821116838,18994.87418134833,96.19756825576422
557,0.7370923701711629,0.06728813355205387,0.03832566929814429,14,15,800,3.248940233821498,0.6413736459441933,528362.8316227586,34358.97565758635,1210403.4057789978,207556.4896613293,296576.042109154,7253.895540721209,672927.6889922533,26505.931764000117,78.15425273909892
973,0.7825267282203849,0.08538413000166845,0.09016296864582223,13,6,1000,3.9081772272160524,0.6414051788024524,528873.7612688028,34684.28930962797,1197600.7383586182,202259.55159449353,302253.80167695694,6045.5572351130995,664813.355580526,18499.819305029207,74.97671107344843
577,0.6394376920967746,0.05823892483666854,0.08627836943345936,9,18,800,0.3964014231559587,0.8263402241252986,529075.7298163266,31149.72990942935,1217387.3407491457,202320.0959880263,303372.6171836181,5218.28837547023,647893.1439617814,20253.941330171656,74.39798447468328
371,0.8313193597681443,0.07348135479410484,0.25333713098004124,13,4,800,3.2140945740008715,0.9239440749442345,529558.5048432138,38514.812474018945,1199984.4717492608,213534.89431075728,284704.2389549747,5926.397004333613,638107.4076556332,22114.750542126283,86.00302783934393
167,0.6469232755849578,0.06259289610127522,0.21566958616869142,9,9,1000,1.1277007122186773,0.664330187631276,529730.2651938782,27455.229013341723,1219809.2666986736,158838.82463936205,266848.7537360263,4368.493871440484,518293.71841670887,15545.23984448439,98.5132993043322
294,0.744151127972139,0.034252703313489785,0.2389465873776668,10,14,800,4.691524092242413,0.9484817929052208,529793.8638792499,36836.52774649311,1220940.03233238,199841.72697506592,268444.29293456493,8166.05481380061,573424.5061925652,25218.353099315045,97.35709710483233
475,0.9941215329149142,0.08301091182143039,0.04432945558370757,13,8,600,1.631269590205734,0.7197533494821393,530604.9354688136,36987.40208050423,1222125.1899898904,200110.3796815323,292752.9574844053,4947.069642288722,663141.2212578035,24928.739461966015,81.2466524773122
566,0.6228107656014478,0.052741713730517836,0.18567630516178377,12,14,600,3.188870709227958,0.9280270008222598,530859.1184608678,41680.745748127105,1201479.1297403558,217047.51517902644,298481.19424679753,5337.347282076108,671045.6364352175,28179.518656306725,77.85345565922985
150,0.7983502940315084,0.04052310795382397,0.07605496058494339,10,13,300,0.30758513119617525,0.9531625076549846,530896.0647638531,34663.03579673868,1241484.3013176604,214901.33006421314,283257.01280311757,5190.768055300419,630264.9762303869,22713.670472929607,87.42556786506151
715,0.8247741014078653,0.05596728906739462,0.19285176730149498,6,4,500,1.2543673585805526,0.8038625803215043,531145.9062946546,33060.608610608484,1196806.1418823726,188853.4240089506,284698.5244103546,7044.320043418386,533494.8307096644,14261.194792265442,86.56433411262758
258,0.8008200853953789,0.06235702845569524,0.12561276491420853,9,10,1000,2.9652216709339205,0.7566102792711318,531441.0843281761,33451.162952894556,1232569.5471112772,197800.56476092144,282686.7081833038,5305.175465459096,591442.2497069063,13937.628488052374,87.9964883186412
111,0.7658496494908095,0.04267483403932193,0.3090622755537842,6,7,300,1.5496846313430546,0.7589272461830392,531880.534756093,29615.633204227554,1211168.7998487987,189966.0671330379,257686.3817247417,4325.174533588357,476622.60598407185,7247.68739848224,106.40614812320317
360,0.7181205910287332,0.0683004518255863,0.20549192814318298,7,3,800,4.872959056676648,0.6208794516179886,531910.1118559439,38250.86634060839,1210445.706502744,215382.04440068413,281312.88484339556,5885.275749253199,561732.8648067085,16626.27535030387,89.08131852974088
775,0.9194223352522396,0.05351456710551905,0.24420979125148862,10,18,800,3.1531764749154023,0.7720570928387305,532152.3224971395,37560.891531137735,1228611.4940816157,205877.7169196616,268502.9708183764,5076.510896795498,551269.6402084555,11302.848911760082,98.1923406192416
836,0.9682512546843103,0.046816446666814615,0.29651895613787094,13,7,900,4.600200262729518,0.8601020284374645,533253.3400722828,39819.24035131636,1259833.5771671955,191657.51313285515,252483.3020310713,5310.743153098855,562342.4475516549,14273.931804125254,111.20340861458598
595,0.9852636108260266,0.057376799706917725,0.15712255575565395,10,18,500,3.3877290259188793,0.8187715503941908,533624.5955195231,40976.20322036284,1199716.928470347,226960.41286820974,289972.55111884186,6549.343172340722,624330.2185477405,12903.229343421059,84.0258995068893
105,0.8371851621035287,0.051106332112599795,0.28562515667822397,10,5,500,3.85623334259869,0.7497741478881688,534510.3433231533,39094.868533749985,1247288.5831431125,199391.78291201303,254562.89860578525,4869.61707717889,514213.1268853376,21215.429066937635,109.97181688714707
