,colsample_bytree,gamma,learning_rate,max_depth,min_child_weight,n_estimators,reg_lambda,subsample,mae_mean,mae_std,rmse_mean,rmse_std,train_mae_mean,train_mae_std,train_rmse_mean,train_rmse_std,overfit_gap_%
432,0.6310563103955125,0.4144356381264793,0.11466702251254707,14,5,500,4.421882735114856,0.7379125680290588,2737.932041014985,8.925754442040727,7629.326078680351,166.27946704193656,1043.0604606820507,16.98214223397324,2123.3366598804623,63.445956645492515,162.49025288761004
367,0.9517020459385539,0.3377900459751299,0.17408897541141644,13,1,300,1.4557212389258951,0.6828379672706285,2738.596631851217,5.722220711554995,7856.770600434349,71.22057262006004,832.8712144247705,15.209437887686533,1566.574231560956,36.23646610836039,228.813937187474
284,0.6675416826710744,0.2535255519327205,0.1894337888107054,12,8,900,3.663176173504164,0.9281510029795893,2740.8431985980847,8.902282043871946,7704.6208879793,117.5351545029712,723.9954553909051,15.846190191175609,1524.2449999420623,42.75380385839092,278.5718788964259
226,0.9902440803439659,0.320486038672666,0.2567441690903083,14,1,800,3.031854722166878,0.6556792098470119,2741.4603325364646,14.347127128549223,8046.8361777960745,74.75475486261973,456.5082888291028,13.11708290578967,1159.8942878453147,33.11646257361728,500.52805165225607
248,0.6898462447375407,0.18608351191875666,0.1396230648832588,14,18,1000,1.3689565375705326,0.9713270131394308,2755.3682272546134,5.228910301152841,7666.728647135914,120.98590535291262,789.9705633414287,15.358724069374322,1714.1149195133655,36.98660390102721,248.7937848721752
8,0.9314950036607718,0.17837666334679464,0.09428035290621423,14,15,900,0.3727532183988541,0.9947547746402069,2761.7919278968347,8.124854390519582,7796.226838379728,100.38749958142711,936.043315849331,9.496954184417213,2009.5355672235,11.62605044211032,195.04958596823988
386,0.6144075273165706,0.08761088605291367,0.27003110635180005,14,4,900,3.5957994847228445,0.8253298568132187,2765.6005079401125,16.078746744418844,7868.421178957041,219.04304352600647,402.81700530308007,2.608129494090782,1124.8471640203957,25.773249492048176,586.5649839830547
214,0.9622099169318695,0.38631136372469127,0.08946863417102002,10,1,800,0.9593366235937145,0.7293486248462083,2765.8898346347287,3.9481301968776523,7663.253014861857,109.71875348824634,1253.5987427867028,26.16408911767696,2218.8100880849415,58.11688560935687,120.63597706601553
446,0.7284648610543814,0.11005566295237657,0.11515616028584853,13,4,600,1.8474096701569014,0.6181277115843579,2767.3900390430285,1.0367169054603602,7617.0578731135,152.35314434576955,1052.8061186428904,37.20269802679815,2016.81708595509,88.57254007814105,162.8584684338942
255,0.6775815469071099,0.43990824297096937,0.2072680938334069,14,10,900,3.665356480148374,0.8463941801040716,2770.3638240877704,10.23237813683979,7743.08693293365,123.47887845407769,583.4573053879712,16.068182923460814,1334.5230311434927,44.45791869845196,374.8186025789172
